Topic,Frequency,date,Name
-1,2751,5/8/2020,-1_work_country_well_done
0,886,5/8/2020,0_lim_wong_koh_chan
1,70,5/8/2020,1_parents_son_father_mother
2,188,5/8/2020,2_swag_wer_taxing_gether
3,25,5/8/2020,3_jail_court_justice_judge
4,135,5/8/2020,4_rice_food_cook_restaurant
5,53,5/8/2020,5_parliament_vote_mp_mps
6,50,5/8/2020,6_mask_wear_masks_face
7,21,5/8/2020,7_china_chinese_taiwan_korea
8,8,5/8/2020,8_salary_pay_wage_employers
9,283,5/8/2020,9_healthy_health_bless_wish
10,328,5/8/2020,10_singaporean_singaporeans_proud_blesse...
11,570,5/8/2020,11_birthday_happy_uk_happyy
12,13,5/8/2020,12_police_officers_taser_policemen
13,26,5/8/2020,13_news_media_cnn_reporting
14,58,5/8/2020,14_tour_ktv_place_tours
15,8,5/8/2020,15_flats_rental_rent_housing
16,51,5/8/2020,16_leader_leadership_leaders_great
17,12,5/8/2020,17_buy_sell_sale_selling
18,270,5/8/2020,18_singapura_song_singapor_sing
19,6,5/8/2020,19_condolences_family_condolence_rip
20,47,5/8/2020,20_car_driver_audi_driving
21,23,5/8/2020,21_play_time_soon_soccer
22,29,5/8/2020,22_covid_fight_control_importing
23,1,5/8/2020,23_america_congratulations_wins_congrats
24,23,5/8/2020,24_video_watch_fight_drama
25,339,5/8/2020,25_day_happy_spirit_reviving
26,36,5/8/2020,26_photos_photo_pictures_picture
27,5,5/8/2020,27_trump_bye_lose_america
28,16,5/8/2020,28_aircon_air_planes_airport
29,15,5/8/2020,29_pray_prayers_bless_prayer
30,89,5/8/2020,30_love_songs_romantic_candid
32,6,5/8/2020,32_mrs_trading_bitcoin_investing
33,16,5/8/2020,33_thank_appreciate_dedication_contribut...
34,262,5/8/2020,34_birthday_happy_birthdays_lovely
35,8,5/8/2020,35_imported_cases_import_importing
36,13,5/8/2020,36_money_bank_cash_banks
37,25,5/8/2020,37_laugh_funny_joke_laughing
38,2,5/8/2020,38_deepavali_wishing_wish_wishes
39,4,5/8/2020,39_japan_abe_san_japanese
40,18,5/8/2020,40_dogs_cats_pet_puppies
41,1,5/8/2020,41_girl_pray_praying_prayers
42,11,5/8/2020,42_singaporean_singaporeans_born_chinese
43,7,5/8/2020,43_music_sound_listen_sounds
44,29,5/8/2020,44_team_teams_thank_work
45,2,5/8/2020,45_stupid_dumb_idiots_stupidity
46,12,5/8/2020,46_shame_shameless_shameful_embarrassing
47,21,5/8/2020,47_pink_wear_colour_purple
48,7,5/8/2020,48_malaysia_brunei_indonesia_malaysian
49,6,5/8/2020,49_religion_islam_muslim_muslims
50,3,5/8/2020,50_boar_boars_animals_pig
52,11,5/8/2020,52_thank_thankyou_information_informativ...
54,4,5/8/2020,54_trees_tree_garden_plant
55,6,5/8/2020,55_speech_speeches_speaker_delivered
56,9,5/8/2020,56_virus_infected_viruses_spread
57,10,5/8/2020,57_smoke_smoking_cigarette_ban
58,37,5/8/2020,58_loong_hsien_dear_minister
59,2,5/8/2020,59_iphone_battery_earbuds_charge
61,13,5/8/2020,61_vaccine_vaccines_vaccination_vaccinat...
62,1,5/8/2020,62_cry_crying_tears_cried
63,27,5/8/2020,63_congratulations_congratulationsir_yea...
64,25,5/8/2020,64_sg_luck_sgag_sgunited
65,133,5/8/2020,65_ndp_parade_celebration_celebrations
66,43,5/8/2020,66_morning_nice_day_everyoneeeee
67,32,5/8/2020,67_smile_children_smiles_hug
68,1,5/8/2020,68_zoo_animals_safari_visited
69,8,5/8/2020,69_kindness_compassion_empathy_caring
70,15,5/8/2020,70_wishes_wish_wishing_family
71,21,5/8/2020,71_minister_prime_ministers_great
73,19,5/8/2020,73_wow_stunning_looking_looks
74,2,5/8/2020,74_mooncake_moon_lights_mooncakes
75,7,5/8/2020,75_rip_rbg_rips_ripped
76,3,5/8/2020,76_coast_plan_planner_plans
77,5,5/8/2020,77_never_nothing_stupid_nope
78,6,5/8/2020,78_luck_lucky_chance_prize
80,7,5/8/2020,80_sad_sadhu_sadness_depressing
81,8,5/8/2020,81_great_excellent_superb_fabulous
82,115,5/8/2020,82_day_everyone_happy_celebrate
83,3,5/8/2020,83_token_trace_scan_collect
84,2,5/8/2020,84_sleep_sleeping_asleep_sleepy
85,1,5/8/2020,85_teacher_teachers_school_malay
86,12,5/8/2020,86_country_countries_world_lanka
87,39,5/8/2020,87_hero_heroes_warrior_brave
88,16,5/8/2020,88_nice_wow_byebye_niceeeee
90,12,5/8/2020,90_beautiful_lovely_istana_gorgeous
91,1,5/8/2020,91_rainbow_covenant_rainbows_god
92,11,5/8/2020,92_yes_agree_agreed_totally
93,4,5/8/2020,93_jamus_jam_bagus_cockle
95,1,5/8/2020,95_moon_halos_venus_mars
96,16,5/8/2020,96_bless_blesses_miracle_woo
97,9,5/8/2020,97_pandemic_fatigue_covid_us
-1,1462,12/8/2020,-1_work_country_well_done
0,1081,12/8/2020,0_lim_wong_koh_chan
1,44,12/8/2020,1_parents_son_father_mother
2,87,12/8/2020,2_swag_wer_taxing_gether
3,12,12/8/2020,3_jail_court_justice_judge
4,47,12/8/2020,4_rice_food_cook_restaurant
5,20,12/8/2020,5_parliament_vote_mp_mps
6,34,12/8/2020,6_mask_wear_masks_face
7,25,12/8/2020,7_china_chinese_taiwan_korea
8,36,12/8/2020,8_salary_pay_wage_employers
9,14,12/8/2020,9_healthy_health_bless_wish
10,6,12/8/2020,10_singaporean_singaporeans_proud_blesse...
12,9,12/8/2020,12_police_officers_taser_policemen
13,23,12/8/2020,13_news_media_cnn_reporting
14,46,12/8/2020,14_tour_ktv_place_tours
15,78,12/8/2020,15_flats_rental_rent_housing
16,11,12/8/2020,16_leader_leadership_leaders_great
17,56,12/8/2020,17_buy_sell_sale_selling
18,8,12/8/2020,18_singapura_song_singapor_sing
20,24,12/8/2020,20_car_driver_audi_driving
21,21,12/8/2020,21_play_time_soon_soccer
22,25,12/8/2020,22_covid_fight_control_importing
24,7,12/8/2020,24_video_watch_fight_drama
25,2,12/8/2020,25_day_happy_spirit_reviving
26,35,12/8/2020,26_photos_photo_pictures_picture
27,1,12/8/2020,27_trump_bye_lose_america
28,32,12/8/2020,28_aircon_air_planes_airport
29,10,12/8/2020,29_pray_prayers_bless_prayer
30,17,12/8/2020,30_love_songs_romantic_candid
31,15,12/8/2020,31_singaporean_singaporeans_jobs_pay
32,10,12/8/2020,32_mrs_trading_bitcoin_investing
33,10,12/8/2020,33_thank_appreciate_dedication_contribut...
34,1,12/8/2020,34_birthday_happy_birthdays_lovely
35,3,12/8/2020,35_imported_cases_import_importing
36,37,12/8/2020,36_money_bank_cash_banks
39,27,12/8/2020,39_japan_abe_san_japanese
40,18,12/8/2020,40_dogs_cats_pet_puppies
41,1,12/8/2020,41_girl_pray_praying_prayers
42,15,12/8/2020,42_singaporean_singaporeans_born_chinese
43,20,12/8/2020,43_music_sound_listen_sounds
44,7,12/8/2020,44_team_teams_thank_work
45,6,12/8/2020,45_stupid_dumb_idiots_stupidity
46,4,12/8/2020,46_shame_shameless_shameful_embarrassing
47,9,12/8/2020,47_pink_wear_colour_purple
48,7,12/8/2020,48_malaysia_brunei_indonesia_malaysian
49,4,12/8/2020,49_religion_islam_muslim_muslims
50,11,12/8/2020,50_boar_boars_animals_pig
52,9,12/8/2020,52_thank_thankyou_information_informativ...
53,1,12/8/2020,53_diwali_wishing_happy_wishes
54,19,12/8/2020,54_trees_tree_garden_plant
55,6,12/8/2020,55_speech_speeches_speaker_delivered
56,9,12/8/2020,56_virus_infected_viruses_spread
57,5,12/8/2020,57_smoke_smoking_cigarette_ban
58,6,12/8/2020,58_loong_hsien_dear_minister
61,4,12/8/2020,61_vaccine_vaccines_vaccination_vaccinat...
62,2,12/8/2020,62_cry_crying_tears_cried
63,6,12/8/2020,63_congratulations_congratulationsir_yea...
64,2,12/8/2020,64_sg_luck_sgag_sgunited
65,3,12/8/2020,65_ndp_parade_celebration_celebrations
66,9,12/8/2020,66_morning_nice_day_everyoneeeee
67,4,12/8/2020,67_smile_children_smiles_hug
68,35,12/8/2020,68_zoo_animals_safari_visited
69,3,12/8/2020,69_kindness_compassion_empathy_caring
70,3,12/8/2020,70_wishes_wish_wishing_family
71,5,12/8/2020,71_minister_prime_ministers_great
72,6,12/8/2020,72_vouchers_voucher_cash_tourism
73,9,12/8/2020,73_wow_stunning_looking_looks
75,3,12/8/2020,75_rip_rbg_rips_ripped
76,19,12/8/2020,76_coast_plan_planner_plans
77,9,12/8/2020,77_never_nothing_stupid_nope
78,10,12/8/2020,78_luck_lucky_chance_prize
79,16,12/8/2020,79_job_jobs_jobless_employed
80,5,12/8/2020,80_sad_sadhu_sadness_depressing
81,3,12/8/2020,81_great_excellent_superb_fabulous
83,1,12/8/2020,83_token_trace_scan_collect
84,4,12/8/2020,84_sleep_sleeping_asleep_sleepy
86,6,12/8/2020,86_country_countries_world_lanka
87,1,12/8/2020,87_hero_heroes_warrior_brave
88,6,12/8/2020,88_nice_wow_byebye_niceeeee
89,1,12/8/2020,89_snake_pest_python_snakes
90,8,12/8/2020,90_beautiful_lovely_istana_gorgeous
92,2,12/8/2020,92_yes_agree_agreed_totally
93,2,12/8/2020,93_jamus_jam_bagus_cockle
94,2,12/8/2020,94_chute_rubbish_cockroaches_roaches
95,1,12/8/2020,95_moon_halos_venus_mars
96,3,12/8/2020,96_bless_blesses_miracle_woo
97,5,12/8/2020,97_pandemic_fatigue_covid_us
-1,2567,19/8/2020,-1_work_country_well_done
0,993,19/8/2020,0_lim_wong_koh_chan
1,90,19/8/2020,1_parents_son_father_mother
2,141,19/8/2020,2_swag_wer_taxing_gether
3,99,19/8/2020,3_jail_court_justice_judge
4,41,19/8/2020,4_rice_food_cook_restaurant
5,158,19/8/2020,5_parliament_vote_mp_mps
6,117,19/8/2020,6_mask_wear_masks_face
7,74,19/8/2020,7_china_chinese_taiwan_korea
8,132,19/8/2020,8_salary_pay_wage_employers
9,30,19/8/2020,9_healthy_health_bless_wish
10,28,19/8/2020,10_singaporean_singaporeans_proud_blesse...
12,355,19/8/2020,12_police_officers_taser_policemen
13,36,19/8/2020,13_news_media_cnn_reporting
14,59,19/8/2020,14_tour_ktv_place_tours
15,11,19/8/2020,15_flats_rental_rent_housing
16,44,19/8/2020,16_leader_leadership_leaders_great
17,25,19/8/2020,17_buy_sell_sale_selling
18,38,19/8/2020,18_singapura_song_singapor_sing
19,162,19/8/2020,19_condolences_family_condolence_rip
20,38,19/8/2020,20_car_driver_audi_driving
21,47,19/8/2020,21_play_time_soon_soccer
22,26,19/8/2020,22_covid_fight_control_importing
23,3,19/8/2020,23_america_congratulations_wins_congrats
24,89,19/8/2020,24_video_watch_fight_drama
25,1,19/8/2020,25_day_happy_spirit_reviving
26,39,19/8/2020,26_photos_photo_pictures_picture
27,6,19/8/2020,27_trump_bye_lose_america
28,15,19/8/2020,28_aircon_air_planes_airport
29,49,19/8/2020,29_pray_prayers_bless_prayer
30,31,19/8/2020,30_love_songs_romantic_candid
31,48,19/8/2020,31_singaporean_singaporeans_jobs_pay
32,23,19/8/2020,32_mrs_trading_bitcoin_investing
33,13,19/8/2020,33_thank_appreciate_dedication_contribut...
35,12,19/8/2020,35_imported_cases_import_importing
36,8,19/8/2020,36_money_bank_cash_banks
37,29,19/8/2020,37_laugh_funny_joke_laughing
38,1,19/8/2020,38_deepavali_wishing_wish_wishes
39,4,19/8/2020,39_japan_abe_san_japanese
40,5,19/8/2020,40_dogs_cats_pet_puppies
41,1,19/8/2020,41_girl_pray_praying_prayers
42,29,19/8/2020,42_singaporean_singaporeans_born_chinese
43,49,19/8/2020,43_music_sound_listen_sounds
44,25,19/8/2020,44_team_teams_thank_work
45,27,19/8/2020,45_stupid_dumb_idiots_stupidity
46,24,19/8/2020,46_shame_shameless_shameful_embarrassing
47,16,19/8/2020,47_pink_wear_colour_purple
48,25,19/8/2020,48_malaysia_brunei_indonesia_malaysian
49,25,19/8/2020,49_religion_islam_muslim_muslims
50,10,19/8/2020,50_boar_boars_animals_pig
51,146,19/8/2020,51_bus_driver_passenger_passengers
52,11,19/8/2020,52_thank_thankyou_information_informativ...
54,10,19/8/2020,54_trees_tree_garden_plant
55,18,19/8/2020,55_speech_speeches_speaker_delivered
56,8,19/8/2020,56_virus_infected_viruses_spread
57,10,19/8/2020,57_smoke_smoking_cigarette_ban
58,11,19/8/2020,58_loong_hsien_dear_minister
59,9,19/8/2020,59_iphone_battery_earbuds_charge
61,4,19/8/2020,61_vaccine_vaccines_vaccination_vaccinat...
62,6,19/8/2020,62_cry_crying_tears_cried
63,9,19/8/2020,63_congratulations_congratulationsir_yea...
64,22,19/8/2020,64_sg_luck_sgag_sgunited
65,2,19/8/2020,65_ndp_parade_celebration_celebrations
66,5,19/8/2020,66_morning_nice_day_everyoneeeee
67,8,19/8/2020,67_smile_children_smiles_hug
68,1,19/8/2020,68_zoo_animals_safari_visited
69,8,19/8/2020,69_kindness_compassion_empathy_caring
70,16,19/8/2020,70_wishes_wish_wishing_family
71,18,19/8/2020,71_minister_prime_ministers_great
73,12,19/8/2020,73_wow_stunning_looking_looks
74,2,19/8/2020,74_mooncake_moon_lights_mooncakes
75,18,19/8/2020,75_rip_rbg_rips_ripped
76,15,19/8/2020,76_coast_plan_planner_plans
77,12,19/8/2020,77_never_nothing_stupid_nope
78,25,19/8/2020,78_luck_lucky_chance_prize
79,20,19/8/2020,79_job_jobs_jobless_employed
80,10,19/8/2020,80_sad_sadhu_sadness_depressing
81,18,19/8/2020,81_great_excellent_superb_fabulous
82,1,19/8/2020,82_day_everyone_happy_celebrate
83,6,19/8/2020,83_token_trace_scan_collect
84,20,19/8/2020,84_sleep_sleeping_asleep_sleepy
85,2,19/8/2020,85_teacher_teachers_school_malay
86,12,19/8/2020,86_country_countries_world_lanka
87,15,19/8/2020,87_hero_heroes_warrior_brave
88,17,19/8/2020,88_nice_wow_byebye_niceeeee
89,2,19/8/2020,89_snake_pest_python_snakes
90,14,19/8/2020,90_beautiful_lovely_istana_gorgeous
91,83,19/8/2020,91_rainbow_covenant_rainbows_god
92,10,19/8/2020,92_yes_agree_agreed_totally
93,19,19/8/2020,93_jamus_jam_bagus_cockle
95,3,19/8/2020,95_moon_halos_venus_mars
96,14,19/8/2020,96_bless_blesses_miracle_woo
97,5,19/8/2020,97_pandemic_fatigue_covid_us
-1,1217,26/8/2020,-1_work_country_well_done
0,737,26/8/2020,0_lim_wong_koh_chan
1,82,26/8/2020,1_parents_son_father_mother
2,53,26/8/2020,2_swag_wer_taxing_gether
3,40,26/8/2020,3_jail_court_justice_judge
4,34,26/8/2020,4_rice_food_cook_restaurant
5,63,26/8/2020,5_parliament_vote_mp_mps
6,40,26/8/2020,6_mask_wear_masks_face
7,47,26/8/2020,7_china_chinese_taiwan_korea
8,221,26/8/2020,8_salary_pay_wage_employers
9,30,26/8/2020,9_healthy_health_bless_wish
10,7,26/8/2020,10_singaporean_singaporeans_proud_blesse...
12,12,26/8/2020,12_police_officers_taser_policemen
13,14,26/8/2020,13_news_media_cnn_reporting
14,12,26/8/2020,14_tour_ktv_place_tours
15,12,26/8/2020,15_flats_rental_rent_housing
16,35,26/8/2020,16_leader_leadership_leaders_great
17,11,26/8/2020,17_buy_sell_sale_selling
18,4,26/8/2020,18_singapura_song_singapor_sing
19,74,26/8/2020,19_condolences_family_condolence_rip
20,14,26/8/2020,20_car_driver_audi_driving
21,21,26/8/2020,21_play_time_soon_soccer
22,13,26/8/2020,22_covid_fight_control_importing
23,1,26/8/2020,23_america_congratulations_wins_congrats
24,21,26/8/2020,24_video_watch_fight_drama
26,5,26/8/2020,26_photos_photo_pictures_picture
27,7,26/8/2020,27_trump_bye_lose_america
28,15,26/8/2020,28_aircon_air_planes_airport
29,27,26/8/2020,29_pray_prayers_bless_prayer
30,6,26/8/2020,30_love_songs_romantic_candid
31,46,26/8/2020,31_singaporean_singaporeans_jobs_pay
32,9,26/8/2020,32_mrs_trading_bitcoin_investing
33,7,26/8/2020,33_thank_appreciate_dedication_contribut...
35,9,26/8/2020,35_imported_cases_import_importing
36,13,26/8/2020,36_money_bank_cash_banks
37,16,26/8/2020,37_laugh_funny_joke_laughing
38,3,26/8/2020,38_deepavali_wishing_wish_wishes
39,126,26/8/2020,39_japan_abe_san_japanese
40,1,26/8/2020,40_dogs_cats_pet_puppies
41,20,26/8/2020,41_girl_pray_praying_prayers
42,16,26/8/2020,42_singaporean_singaporeans_born_chinese
43,10,26/8/2020,43_music_sound_listen_sounds
44,3,26/8/2020,44_team_teams_thank_work
45,22,26/8/2020,45_stupid_dumb_idiots_stupidity
46,3,26/8/2020,46_shame_shameless_shameful_embarrassing
47,2,26/8/2020,47_pink_wear_colour_purple
48,15,26/8/2020,48_malaysia_brunei_indonesia_malaysian
49,2,26/8/2020,49_religion_islam_muslim_muslims
50,4,26/8/2020,50_boar_boars_animals_pig
51,7,26/8/2020,51_bus_driver_passenger_passengers
52,1,26/8/2020,52_thank_thankyou_information_informativ...
54,4,26/8/2020,54_trees_tree_garden_plant
55,2,26/8/2020,55_speech_speeches_speaker_delivered
56,10,26/8/2020,56_virus_infected_viruses_spread
57,4,26/8/2020,57_smoke_smoking_cigarette_ban
58,4,26/8/2020,58_loong_hsien_dear_minister
59,3,26/8/2020,59_iphone_battery_earbuds_charge
61,8,26/8/2020,61_vaccine_vaccines_vaccination_vaccinat...
62,6,26/8/2020,62_cry_crying_tears_cried
63,7,26/8/2020,63_congratulations_congratulationsir_yea...
64,8,26/8/2020,64_sg_luck_sgag_sgunited
65,1,26/8/2020,65_ndp_parade_celebration_celebrations
67,3,26/8/2020,67_smile_children_smiles_hug
68,2,26/8/2020,68_zoo_animals_safari_visited
69,11,26/8/2020,69_kindness_compassion_empathy_caring
70,11,26/8/2020,70_wishes_wish_wishing_family
71,6,26/8/2020,71_minister_prime_ministers_great
73,3,26/8/2020,73_wow_stunning_looking_looks
75,24,26/8/2020,75_rip_rbg_rips_ripped
76,2,26/8/2020,76_coast_plan_planner_plans
77,4,26/8/2020,77_never_nothing_stupid_nope
78,7,26/8/2020,78_luck_lucky_chance_prize
79,4,26/8/2020,79_job_jobs_jobless_employed
80,15,26/8/2020,80_sad_sadhu_sadness_depressing
81,6,26/8/2020,81_great_excellent_superb_fabulous
83,1,26/8/2020,83_token_trace_scan_collect
84,5,26/8/2020,84_sleep_sleeping_asleep_sleepy
85,56,26/8/2020,85_teacher_teachers_school_malay
86,4,26/8/2020,86_country_countries_world_lanka
87,1,26/8/2020,87_hero_heroes_warrior_brave
88,2,26/8/2020,88_nice_wow_byebye_niceeeee
89,1,26/8/2020,89_snake_pest_python_snakes
90,2,26/8/2020,90_beautiful_lovely_istana_gorgeous
91,4,26/8/2020,91_rainbow_covenant_rainbows_god
92,2,26/8/2020,92_yes_agree_agreed_totally
93,13,26/8/2020,93_jamus_jam_bagus_cockle
94,1,26/8/2020,94_chute_rubbish_cockroaches_roaches
95,1,26/8/2020,95_moon_halos_venus_mars
96,5,26/8/2020,96_bless_blesses_miracle_woo
97,7,26/8/2020,97_pandemic_fatigue_covid_us
-1,2837,1/9/2020,-1_work_country_well_done
0,980,1/9/2020,0_lim_wong_koh_chan
1,141,1/9/2020,1_parents_son_father_mother
2,119,1/9/2020,2_swag_wer_taxing_gether
3,316,1/9/2020,3_jail_court_justice_judge
4,87,1/9/2020,4_rice_food_cook_restaurant
5,378,1/9/2020,5_parliament_vote_mp_mps
6,101,1/9/2020,6_mask_wear_masks_face
7,72,1/9/2020,7_china_chinese_taiwan_korea
8,161,1/9/2020,8_salary_pay_wage_employers
9,39,1/9/2020,9_healthy_health_bless_wish
10,49,1/9/2020,10_singaporean_singaporeans_proud_blesse...
11,1,1/9/2020,11_birthday_happy_uk_happyy
12,25,1/9/2020,12_police_officers_taser_policemen
13,38,1/9/2020,13_news_media_cnn_reporting
14,36,1/9/2020,14_tour_ktv_place_tours
15,28,1/9/2020,15_flats_rental_rent_housing
16,56,1/9/2020,16_leader_leadership_leaders_great
17,30,1/9/2020,17_buy_sell_sale_selling
18,22,1/9/2020,18_singapura_song_singapor_sing
19,31,1/9/2020,19_condolences_family_condolence_rip
20,17,1/9/2020,20_car_driver_audi_driving
21,55,1/9/2020,21_play_time_soon_soccer
22,50,1/9/2020,22_covid_fight_control_importing
23,3,1/9/2020,23_america_congratulations_wins_congrats
24,18,1/9/2020,24_video_watch_fight_drama
26,17,1/9/2020,26_photos_photo_pictures_picture
27,4,1/9/2020,27_trump_bye_lose_america
28,127,1/9/2020,28_aircon_air_planes_airport
29,21,1/9/2020,29_pray_prayers_bless_prayer
30,25,1/9/2020,30_love_songs_romantic_candid
31,80,1/9/2020,31_singaporean_singaporeans_jobs_pay
32,26,1/9/2020,32_mrs_trading_bitcoin_investing
33,35,1/9/2020,33_thank_appreciate_dedication_contribut...
34,1,1/9/2020,34_birthday_happy_birthdays_lovely
35,14,1/9/2020,35_imported_cases_import_importing
36,42,1/9/2020,36_money_bank_cash_banks
37,26,1/9/2020,37_laugh_funny_joke_laughing
38,1,1/9/2020,38_deepavali_wishing_wish_wishes
39,11,1/9/2020,39_japan_abe_san_japanese
40,24,1/9/2020,40_dogs_cats_pet_puppies
41,3,1/9/2020,41_girl_pray_praying_prayers
42,47,1/9/2020,42_singaporean_singaporeans_born_chinese
